專案名稱,抽驗日期,分類,檢體名稱,抽驗行政郵遞區號,抽驗地點,檢驗結果,不符合規定原因
蔬果,20240102,柑桔類,金棗,104,旺旺水果行(龍江水果行)/臺北市中山區龍江路189號,不符合規定,"殺蟲劑Chlorpyrifos	陶斯松0.03ppm(標準：0.01ppm以下)	
殺菌劑Famoxadone	凡殺同0.68ppm(標準：0.01ppm以下)	
殺蟲劑Fenvalerate	芬化利2.8ppm(標準：2.0ppm以下)		"
蔬果,20240102,小葉菜類,九層塔(羅勒),104,龍來餐飲有限公司(儂來美食)/臺北市中山區民生東路2段147巷11弄2-1號,不符合規定,"殺菌劑Boscalid	白克列21.87ppm(標準：0.01ppm以下)	
殺菌劑Procymidone	撲滅寧10.3ppm(標準：5.0ppm以下)	"
蔬果,20240103,小漿果類,大湖草莓,106,一級鮮果商行/臺北市大安區仁愛路4段408號,不符合規定,"殺蟲劑Methomyl	納乃得3.1ppm(標準：2.0ppm以下)	
殺菌劑Pyraclostrobin	百克敏1.4ppm(標準0.5ppm以下)	"
蔬果,20240117,包葉菜類,芥菜(包心芥菜),105,無市招菜攤(陳O宏)/臺北市松山區八德路3段74巷3弄22號,不符合規定,"殺蟲劑Cypermethrin	賽滅寧1.6ppm(標準：1.0ppm以下)	
殺蟲劑Dinotefuran	達特南4.6ppm(標準：2.0ppm以下)	"
蔬果,20240117,小漿果類,日本福岡草莓,105,微風超市股份有限公司(Breeze Super)/臺北市松山區南京東路3段337號2樓,不符合規定,"殺蟲劑Flonicamid	氟尼胺0.22ppm(標準：0.01ppm以下)	"
蔬果,20240116,包葉菜類,結球白菜,111,全聯實業股份有限公司天母天玉分公司/臺北市士林區天母西路3號地下,不符合規定,"殺蟲劑Pyriproxyfen	百利普芬0.08ppm(標準：0.01ppm以下)	"
蔬果,20240102,包葉菜類,刈菜(包心芥菜),104,臺北市第二果菜批發市場18-09號攤/臺北市中山區民族東路336號,不符合規定,"殺菌劑Flutolanil	福多寧0.05ppm(標準：0.01ppm以下)	"
蔬果,20240117,小漿果類,日本熊本草莓,115,阿一蔬果有限公司/臺北市南港區忠孝東路6段85號,不符合規定,"殺蟲劑Flonicamid	氟尼胺0.04ppm(標準：0.01ppm以下)	"
蔬果,20240116,小漿果類,日本MOMO草莓,100,梅林水果行/臺北市中正區開封街1段81、83號1樓,不符合規定,"殺蟲劑Flonicamid	氟尼胺0.03ppm(標準：0.01ppm以下)	"
蔬果,20240117,小葉菜類,芥蘭花,105,天香/臺北市松山區八德路3段76號中崙市場第24號攤,不符合規定,"殺蟲劑Emamectin benzoate	因滅汀0.12ppm(標準：0.05ppm以下)	"
蔬果,20240116,小葉菜類,茼蒿,108,林O省(蔬菜承銷人3067)/臺北市萬華區萬大路533號(第一果菜批發市場地號1610),不符合規定,"殺菌劑Difenoconazole	待克利2.1ppm(標準：1.0ppm以下)	"
蔬果,20240116,小葉菜類,茼蒿,111,錢儷小吃店(錢都日式涮涮鍋)/臺北市士林區福國路71號1樓,不符合規定,"殺菌劑Chlorothalonil四氯異苯腈4.1ppm(標準：2.0ppm以下)	"
蔬果,20240103,小葉菜類,茼蒿,106,三商家購股份有限公司大安樂業門市(美廉社)/臺北市大安區樂業街141號,不符合規定,"殺菌劑Chlorothalonil	四氯異苯腈3.9ppm(標準：2.0ppm以下)	"
蔬果,20240116,小葉菜類,青江菜,100,鼎王國際餐飲股份有限公司無老台北中華分公司(無老鍋西門町店)/臺北市中正區中華路1段55號2樓,不符合規定,"殺蟲劑Tolfenpyrad	脫芬瑞0.9ppm(標準：0.5ppm以下)	"
蔬果,20240102,小漿果類,大湖草莓,104,旺旺水果行（龍江水果行）/臺北市中山區龍江路189號,不符合規定,"殺菌劑Fludioxonil	護汰寧2.2ppm(標準：2.0ppm以下)	"
網路販售市售辣椒粉食品,20240219,包裝,紅辣椒粉,110,"家樂福線上購物
(https://online.carrefour.com.tw/)",不符合規定,"克美素-0.1ppm
(標準：不得檢出)"
網路販售市售辣椒粉食品,20240219,包裝,真好家辣椒粉,110,"Pchome24h購物
(https://24h.pchome.com.tw/)",不符合規定,"1.蘇丹三號-8ppb
(標準：不得檢出)
2.克美素-0.07ppm
(標準：不得檢出)"
網路販售市售辣椒粉食品,20240219,包裝,匈牙利紅椒粉,103,"momo購物網
(https://www.momoshop.com.tw/main/Main.jsp)",不符合規定,"1.二、四地(2,4-D)-0.27ppm
(標準：0.05ppm)
2.克美素-0.16ppm
(標準：不得檢出)"
網路販售市售辣椒粉食品,20240219,包裝,極辣朝天椒,110,"蝦皮購物-紀宸商行-南北貨批發
(https://shopee.tw/jichenhang)",不符合規定,"1.蘇丹三號-4ppb
(標準：不得檢出)
2.克美素-0.06ppm
(標準：不得檢出)"
網路販售市售辣椒粉食品,20240219,包裝,泰式辣椒粉,110,"蝦皮購物-泰菲印越2.0
(https://shopee.tw/tfiv2.0)",不符合規定,"1.蘇丹三號-8ppb
(標準：不得檢出)
2.克美素-0.07ppm
(標準：不得檢出)"
網路販售市售辣椒粉食品,20240219,包裝,細粉紅辣椒,116,遠百企業股份有限公司景美分公司/臺北市文山區景中街30巷12號1.2樓,不符合規定,"克美素-0.08ppm
(標準：不得檢出)"
祭祀食品,20240216,豆乾類,豆干碎丁,110,阿泓潤餅/臺北市信義區吳興街189號,不符合規定,苯甲酸1.25g/kg(標準：0.6g/kg以下)
祭祀食品,20240216,花生粉,花生粉,114,豪棧小吃店/臺北市內湖區內湖路1段285巷59弄1號,不符合規定,總黃麴毒素30.8ug/kg(標準：4ug/kg以下)、黃麴毒素B1 25.2ug/kg (標準：2ug/kg以下)
祭祀食品,20240216,豆乾類,豆干絲,114,"麗山市場第70攤/臺北市內湖區內湖路1段737巷50弄6號	",不符合規定,苯甲酸1.3g/kg(標準：0.6g/kg以下)
生鮮禽畜肉品,20240220,雞肉,烏骨雞,105,新東南海鮮餐廳松山館/臺北市松山區八德路4段656號1樓、2樓,不符合規定,"三甲氧芐氨嘧啶(trimethoprim): 0.1ppm
（標準：0.05ppm）"
生鮮禽畜肉品,20240220,雞肉,烏骨雞,105,武昌市場-無市招攤販/臺北市松山區南京東路5段59巷27弄27號,不符合規定,"三甲氧芐氨嘧啶(trimethoprim): 0.1ppm
（標準：0.05ppm）"
生鮮禽畜肉品,20240221,雞肉,烏骨雞,108,環南市場家禽區-健業生鮮肉品(13號攤)/臺北市萬華區環河南路二段245號 - 家禽區13號攤,不符合規定,"三甲氧芐氨嘧啶(trimethoprim): 0.09ppm
（標準：0.05ppm）"
生鮮禽畜肉品,20240221,雞肉,雞胗,100,南門市場-光揚家禽畜產(7.8號攤)/臺北市中正區羅斯福路一段8號B103-06,不符合規定,"脫氧羥四環黴素(Doxycycline): 0.4ppm
（標準：0.3 ppm）"
生鮮禽畜肉品,20240222,雞肉,雞胗,110,永春市場65號攤-專售花東的雞/臺北市信義區松山路294號,不符合規定,"脫氧羥四環黴素(Doxycycline): 0.8ppm
（標準：0.3 ppm）"
生鮮禽畜肉品,20240229,雞蛋,心樸冷藏鮮雞蛋(白蛋),108,三商家購股份有限公司(美廉社萬華雙園店)/臺北市萬華區雙園街13號1樓,不符合規定,"乃卡巴精(nicarbazin):
0.016 ppm
(標準:不得檢出)"
生鮮禽畜肉品,20240301,雞蛋,紅蛋,104,有利蛋行/臺北市中山區新生北路3段11巷49號,不符合規定,"甲磺氯黴素(Thiamphenicol):
0.005 ppm(標準:不得檢出)
氟滅菌(flumequine):
0.07 ppm(標準:不得檢出)"
油品抽驗計畫,20240220,葡萄籽油,日清葡萄籽油,110,微風超市股份有限公司(Breeze Super)/臺北市信義區松智路17號B1F,不符合規定,檢出反式脂肪酸甲基酯(15項) 0.88 g/100 mL，惟案內產品外包裝營養標示每份(10毫升)反式脂肪含量為「0」，標示不實。
茶葉、花草茶,20240220,花草茶,薰衣草,103,"湘帝蔘茸有限公司/臺北市大同區迪化街1段58號1樓	",不符合規定,"殺蟲劑Acetamiprid	亞滅培
0.21ppm(標準：0.05ppm以下)	"
茶葉、花草茶,20240220,花草茶,蝶豆花,104,閤家生活開發有限公司民權店(8% ice CAFÉ)/臺北市中山區民權東路1段79號1樓,不符合規定,"殺菌劑Carbendazim	貝芬替
0.21ppm(標準：0.05ppm以下)	
殺蟲劑Cypermethrin	賽滅寧
0.21ppm(標準：0.03ppm以下)	
殺蟲劑Fipronil	芬普尼
0.006ppm(標準：0.002ppm以下)	
殺蟲劑Imidacloprid	益達胺
0.29ppm(標準：0.05ppm以下)	
殺菌劑Isoprothiolane	亞賜圃
0.18ppm(標準：0.05ppm以下)	"
茶葉、花草茶,20240220,花草茶,粉紅玫瑰,112,牙口義大利麵館/臺北市北投區大興街9巷45號,不符合規定,"殺蟲劑Phosalone裕必松 
0.19 pm（標準：不得檢出）"
茶葉、花草茶,20240221,花草茶,乾燥蝶豆花20G,106,棋軒實業有限公司(棋美點心屋)/臺北市大安區復興南路2段292號,不符合規定,"殺蟲劑Cypermethrin	賽滅寧
0.11ppm(標準：0.03ppm以下)"
茶葉、花草茶,20240222,花草茶,大馬士革玫瑰花茶,114,運立國際有限公司/臺北市內湖區基湖路35巷16號4樓,不符合規定,"殺蟲劑Cypermethrin	賽滅寧
0.04ppm(標準：0.03ppm以下)	
殺蟲劑Deltamethrin	第滅寧
0.04ppm(標準：0.03ppm以下)
殺菌劑Tebuconazole	得克利
0.72ppm(標準：0.05ppm以下)	"
茶葉、花草茶,20240223,花草茶,紫玫瑰花,108,燒杯咖啡餐坊(燒杯咖啡藝廚)/臺北市萬華區西園路1段240號1樓,不符合規定,"殺蟲劑Omethoate	歐滅松
0.07ppm(標準：不得檢出)	"
茶葉、花草茶,20240223,花草茶,蝶豆花,108,象泰泰手工泰式奶茶店(象泰泰)/臺北市萬華區武昌街2段100號1樓,不符合規定,"殺蟲劑Bifenthrin	畢芬寧
0.07ppm(標準：0.03ppm以下)
殺蟲劑Cypermethrin	賽滅寧
0.06ppm(標準：0.03ppm以下)
殺蟲劑Fipronil	芬普尼
0.003ppm(標準：0.002ppm以下)	
殺蟲劑Triazophos	三落松
0.08ppm(標準：0.05ppm以下)	"
茶葉、花草茶,20240223,花草茶,洋甘菊花茶,100,非凡品樂有限公司(HERITAGE)/臺北市中正區漢口街1段73之2號1樓,不符合規定,"
殺菌劑Triadimenol	三泰隆
0.27ppm(標準：0.05ppm以下)	"
茶葉、花草茶,20240222,花草茶,蝶豆花,105,伍五伍商行(泰讚了thai like tea市民店)/臺北市松山區市民大道5段37號,不符合規定,"殺蟲劑Cypermethrin	賽滅寧0.04ppm(標準：0.03ppm以下)	"
蔬果,20240305,小漿果類,迷迭香_新鮮香草,110,食代嚴選（https://www.fresh2you.tw）,不符合規定,"殺蟲劑Bifenthrin	畢芬寧1.89ppm(標準：0.01ppm以下)	
殺菌劑Carbendazim	貝芬替0.02ppm(標準：0.01ppm以下)	
殺蟲劑Chlorfenapyr	克凡派0.09ppm(標準：0.01ppm以下)	
殺菌劑Difenoconazole	待克利0.54ppm(標準：0.01ppm以下)	
殺菌劑Dimethomorph	達滅芬0.60ppm(標準：0.01ppm以下)	
殺蟲劑Dinotefuran	達特南0.74ppm(標準：不得檢出)
殺蟲劑Fenvalerate	芬化利0.26ppm(標準：0.01ppm以下)	
殺蟲劑Flubendiamide	氟大滅0.56ppm(標準：不得檢出)	
殺菌劑Fluopicolide	氟比來0.03ppm(標準：0.01ppm以下)	
殺蟲劑Methomyl	納乃得10.26ppm(標準：不得檢出)	
殺線蟲劑Oxamyl	毆殺滅0.04ppm(標準：0.01ppm以下)	
殺菌劑Procymidone	撲滅寧0.16ppm(標準：0.01ppm以下)	
殺蟲劑Profenophos	佈飛松0.03ppm(標準：0.01ppm以下)	
殺菌劑Propamocarb hydrochloride	普拔克0.32ppm(標準：0.01ppm以下)	
殺菌劑Pyraclostrobin	百克敏0.07ppm(標準：0.01ppm以下)	
殺蟲劑Pyriproxyfen	百利普芬0.06ppm(標準：0.01ppm以下)	
殺蟎劑Spirotetramat	賜派滅0.02ppm(標準：不得檢出)	
殺菌劑Thiabendazole	腐絕0.06ppm(標準：0.01ppm以下)	
殺蟲劑Thiodicarb	硫敵克0.10ppm(標準：0.01ppm以下)	"
蔬果,20240305,香辛植物及其他草木本植物,山咖哩葉_九里香_新鮮香草,110,食代嚴選（https://www.fresh2you.tw）,不符合規定,"殺草劑Ametryn	草殺淨0.01ppm(標準：不得檢出)	
殺蟲劑Carbofuran	加保扶0.02ppm(標準：不得檢出)	
殺蟲劑Chlorpyrifos	陶斯松0.03ppm(標準：0.01ppm以下)	
殺蟲劑Fenitrothion	撲滅松0.04ppm(標準：0.01ppm以下)	
殺菌劑Hexaconazole	菲克利0.02ppm(標準：0.01ppm以下)	
殺草劑Oxadiazon	樂滅草0.02ppm(標準：0.01ppm以下)	
殺草劑Pendimethalin	施得圃0.03ppm(標準：0.01ppm以下)	
殺蟲劑Phorate	福瑞松0.02ppm(標準：不得檢出)	
殺草劑Thiobencarb	殺丹0.02ppm(標準：0.01ppm以下)	"
蔬果,20240305,香辛植物及其他草木本植物,義大利芹菜(歐芹)(巴西利),108,3446何O獅/臺北市萬華區萬大路533號地號930,不符合規定,"殺蟲劑Acetamiprid	亞滅培0.37ppm(標準：0.01ppm以下)	
殺菌劑Dimethomorph	達滅芬0.62ppm(標準：0.01ppm以下)	
殺蟲劑Dinotefuran	達特南0.03ppm(標準：不得檢出)	
殺蟲劑Methomyl	納乃得2.28ppm(標準：不得檢出)	
殺菌劑Pyraclostrobin	百克敏0.12ppm(標準：0.01ppm以下)	
殺蟲劑Thiodicarb	硫敵克0.03ppm(標準：0.01ppm以下)	"
蔬果,20240305,香辛植物及其他草木本植物,香菜(芫荽),104,陳O明（臺北市中山區民族東路410巷55號門口前/榮濱市場路邊攤）,不符合規定,"殺菌劑Dimethomorph	達滅芬0.02ppm(標準：0.01ppm以下)	
殺菌劑Propamocarb hydrochloride	普拔克0.21ppm(標準：0.01ppm以下)	
殺蟲劑Terbufos	托福松0.05ppm(標準：不得檢出)"
蔬果,20240305,香辛植物及其他草木本植物,義大利芹菜-平葉巴西利-新鮮香草,110,食代嚴選（https://www.fresh2you.tw）,不符合規定,"殺菌劑Carbendazim	貝芬替0.05ppm(標準：0.01ppm以下)	
殺蟲劑Chlorfenapyr	克凡派0.02ppm(標準：0.01ppm以下)	
殺蟲劑Dinotefuran	達特南0.20ppm(標準：不得檢出)	"
蔬果,20240304,豆菜類,青菜豆(豇豆),111,天寶小吃店(全國健康素食)/臺北市士林區天母西路32號,不符合規定,"殺蟎劑Formetanate	覆滅蟎0.40ppm(標準：不得檢出)	
殺蟲劑Thiamethoxam	賽速安0.04ppm(標準：0.02ppm以下)	"
蔬果,20240306,小葉菜類,韭菜花,110,大地美饌有限公司(KiKi餐廳)/臺北市信義區松壽路12號6樓,不符合規定,"殺菌劑Cyproconazole	環克座0.3ppm(標準：0.2ppm以下)	
殺蟎劑Spirodiclofen	賜派芬0.81ppm(標準：0.01ppm以下)	"
蔬果,20240305,根莖菜類,白蘿蔔5A3,104,"吳O玲/臺北市中山區民族東路410巷2弄10號前榮濱市場路邊攤	",不符合規定,"殺蟲劑Dinotefuran	達特南0.17ppm(標準：0.05ppm以下)	
殺蟲劑Malathion	馬拉松0.02ppm(標準：0.01ppm以下)	"
蔬果,20240304,小漿果類,日本熊本草莓(2入/箱),110,新鮮屋（https://www.fresco.casa）,不符合規定,殺蟎劑Acrinathrin 阿納寧0.01 ppm（標準：不得檢出）
蔬果,20240304,小葉菜類,九層塔(羅勒),111,天寶小吃店(全國健康素食)/臺北市士林區天母西路32號,不符合規定,"殺蟲劑Chlorpyrifos	陶斯松0.28ppm(標準：0.01ppm以下)	"
蔬果,20240306,小葉菜類,青蔥粉蔥,110,無市招菜攤（邵O祥/臺北市信義區虎林街122號）,不符合規定,"殺蟎劑Spirodiclofen	賜派芬0.08ppm(標準：0.01ppm以下)	"
蔬果,20240305,包葉菜類,白花椰菜,108,3232林O梅/臺北市萬華區萬大路533號地號216,不符合規定,"殺蟲劑Emamectin benzoate	因滅汀0.34ppm(標準：0.05ppm以下)	"
蔬果,20240305,小葉菜類,青蔥,108,3576陳O利/臺北市萬華區萬大路533號地號327,不符合規定,"殺草劑Oxadiazon	樂滅草0.03ppm(標準：0.01ppm以下)	"
蔬果,20240306,小葉菜類,大芥菜,110,無市招菜攤(邵O祥)/臺北市信義區虎林街122號,不符合規定,殺蟲劑Diflubenzuron二福隆2.4 ppm（標準：1.0 ppm以下）
蔬果,20240402,小葉菜類,九層塔(羅勒),111,欣盛小吃店(晴光精緻自助餐)/臺北市士林區中正路363號,不符合規定,"殺菌劑Azoxystrobin	亞托敏1.2ppm(標準：1.0ppm以下)	
殺蟲劑Chlorpyrifos	陶斯松0.04ppm(標準：不得檢出)			
殺菌劑Cyazofamid	賽座滅0.04ppm(標準：0.01pm以下)	
殺草劑Oxadiazon	樂滅草0.02ppm(標準：0.01ppm以下)	"
蔬果,20240409,小葉菜類,九層塔(羅勒),106,全國食養創作全自助餐復興店(全國素食精緻全自助餐)/臺北市大安區復興南路2段314號,不符合規定,"殺蟲劑Chlorpyrifos陶斯松0.45ppm(標準：不得檢出)
殺菌劑Cyazofamid	賽座滅0.03ppm(標準：0.01ppm以下)	
殺蟲劑Imidacloprid	益達胺1.2ppm(標準：1.0ppm以下)	"
蔬果,20240411,小葉菜類,韭菜花,108,第一果菜批發市場王黃O彫/臺北市萬華區萬大路533號地號410,不符合規定,"殺蟲劑3-羥基加保扶(3-OH Carbofuran)0.11ppm、加保扶(Carbofuran)0.41ppm、丁基加保扶(Carbosulfan)0.08ppm(標準：0.5ppm以下)
殺蟎劑Spirodiclofen	賜派芬0.02ppm(標準：0.01ppm以下)	
殺蟲劑	Tolfenpyrad	脫芬瑞0.20ppm(標準：0.01ppm以下)	"
蔬果,20240411,小葉菜類,九層塔(羅勒),100,祥和小吃店(祥和蔬食精緻料理)/臺北市中正區鎮江街1巷1號,不符合規定,"殺草劑Ametryn草殺淨0.06ppm（ 標準： 不得檢出） 
殺菌劑Propamocarb hydrochloride普拔克13.9ppm（標準：10.0ppm以下）"
蔬果,20240403,果菜類,朝天椒(辣椒),105,佰芸蔬菜行/臺北市松山區八德路3段74巷3弄18號,不符合規定,"殺蟲劑Buprofezin布芬淨0.02ppm（標準：不得檢出）
殺菌劑Pyraclostrobin百克敏0.8ppm（標準：0.5ppm以下）"
蔬果,20240409,小葉菜類,韭菜花,106,川妹子小吃店/臺北市大安區光復南路240巷52號,不符合規定,"殺蟲劑3-酮基加保扶（ 3-keto Carbofuran） 0.04ppm、3-羥基加保扶（ 3-OH Carbofuran）0.54ppm、加保扶（Carbofuran）1.06ppm、丁基加保扶（Carbosulfan）0.20ppm（標準：0.5ppm以下）
殺蟎劑Spirodiclofen賜派芬0.11ppm（標準：0.01ppm以下）"
蔬果,20240402,小葉菜類,青蒜,112,丁O江蔬果行/臺北市北投區清江路35號,不符合規定,"殺菌劑Fluxapyroxad	氟克殺0.03ppm(標準：不得檢出)	"
蔬果,20240403,根莖菜類,白蘿蔔,104,陳O溪(第二果菜批發市場23-12號攤)/臺北市中山區民族東路336號1樓,不符合規定,殺蟲劑Fipronil芬普尼0.006ppm、Fipronilsulfone芬普尼代謝物0.013ppm（標準：0.001ppm以下）
蔬果,20240403,小葉菜類,九層塔(羅勒),105,全國食養創作全自助餐/臺北市松山區南京東路5段123巷31號,不符合規定,殺菌劑Azoxystrobin亞托敏5.4ppm（標準：1.0ppm以下）
蔬果,20240410,小葉菜類,青蔥,111,瓦城泰統股份有限公司天母SOGO店(非常泰)/臺北市士林區中正路6段77號8樓,不符合規定,殺蟲劑Fipronil-sulfone芬普尼代謝物0.004ppm（標準：0.001ppm以下）
蔬果,20240403,小葉菜類,青蔥,104,高O松/臺北市中山區民族東路336號1樓第二果菜批發市場11-08號攤,不符合規定,"殺蟎劑	Spirodiclofen	賜派芬0.02ppm(標準：0.01ppm以下)	"
蔬果,20240403,小葉菜類,韭菜花,104,陳O宏(第二果菜批發市場23-11號攤/臺北市中山區民族東路336號）,不符合規定,殺蟲劑3-keto Carbofuran3-酮基加保扶0.02ppm、3-O H C arbofuran3-羥基加保扶0.22ppm 、Carbofuran加保扶0.51ppm、Carbosulfan丁基加保扶0.05ppm（標準：0.5ppm以下）
蔬果,20240409,果菜類,辣椒條,106,全國食養創作全自助餐復興店(全國素食精緻全自助餐)/臺北市大安區復興南路2段314號,不符合規定,"殺蟲劑Chlorfenapyr	克凡派0.7ppm(標準：0.5ppm以下)	"
米濕製品,20240410,糕粿類製品,蘿蔔糕,105,田中湯圓/臺北市松山區南京東路5段291巷10號,不符合規定,"苯甲酸：2.9g/kg
（標準：1.0g/kg）"
蔬果,20240503,小葉菜類,九層塔(羅勒),110,欣葉台菜信義新天地A9館/臺北市信義區松壽路9號8樓,不符合規定,"殺菌劑Mandipropamid	曼普胺0.06ppm(標準：不得檢出)
殺菌劑Oxathiapiprolin	歐西比0.01ppm(標準：不得檢出)	"
蔬果,20240507,小葉菜類,羅勒(九層塔),108,第一果菜批發市場地號433/臺北市萬華區萬大路533號,不符合規定,"殺草劑Ametryn	草殺淨0.01ppm(標準：不得檢出)	
殺菌劑Dimethomorph	達滅芬2.6ppm(標準：2.5ppm以下)	"
蔬果,20240507,根莖菜類,白蘿蔔,111,上禾食堂(潮味決湯滷專門店士林中正店)/臺北市士林區中正路358號,不符合規定,"殺蟲劑Thiamethoxam	賽速安0.48ppm(標準：0.25ppm以下)	
殺蟲劑Trichlorfon	三氯松0.04ppm(標準：0.01ppm以下)	"
蔬果,20240509,梨果類,加州紅櫻桃,104,協豐水果行/臺北市中山區民族東路336號6-08攤,不符合規定,"殺菌劑Mefentrifluconazole	滅芬座0.12ppm(標準：不得檢出)	"
蔬果,20240502,大漿果類,木瓜,115,菓之鄉水果專賣店/臺北市南港區同德路60號,不符合規定,"殺蟎劑Bifenazate	必芬蟎0.07ppm(標準：不得檢出)	"
蔬果,20240502,小葉菜類,台灣特選韭菜花,114,幸福品味實業股份有限公司(美福食集)/臺北市內湖區民善街128號,不符合規定,"殺蟎劑Fenbutatin-oxide	芬佈賜0.03ppm(標準：不得檢出)	"
蔬果,20240501,大漿果類,百香果,104,鼎皇麻辣火鍋店(天外天麻辣火鍋)/臺北市中山區民權東路2段1號,不符合規定,"殺蟲劑Cyromazine	賽滅淨0.02ppm(標準：不得檢出)	"
蔬果,20240502,小葉菜類,紅鳳菜,115,嘉年華小吃店/臺北市南港區同德路72號1樓,不符合規定,"殺菌劑Fenoxanil	芬諾尼0.01ppm(標準：不得檢出)"
蔬果,20240507,小葉菜類,韭菜花,108,田心蔬果(田進和)/臺北市萬華區環河南路2段245號環南綜合市場蔬菜攤250號攤,不符合規定,"殺菌劑Cyprodinil	賽普洛0.04ppm(標準：0.01ppm以下)	"
蔬果,20240502,小葉菜類,台灣特選九層塔,114,幸福品味實業股份有限公司(美福食集)/臺北市內湖區民善街128號,不符合規定,"殺菌劑Pyraclostrobin	百克敏0.03ppm(標準：0.01ppm以下)	"
蔬果,20240503,根莖菜類,白蘿蔔,110,微風超市股份有限公司(微風超市南山店/Breeze Super)/臺北市信義區松智路17號B1,不符合規定,"殺蟲劑Dinotefuran	達特南0.15ppm(標準：0.05ppm以下)	"
蔬果,20240501,小葉菜類,韭菜花,104,蔬菜攤/臺北市中山區龍江路179巷15之5號,不符合規定,"殺蟲劑Pyriproxyfen	百利普芬0.19ppm(標準：0.01ppm以下)	"
生鮮水產品,20240409,蟹類,扁蟹,115,六福開發股份有限公司南港分公司/臺北市南港區忠孝東路7段359號7樓,不符合規定,"鎘：0.6mg/kg
(標準：0.5mg/kg)"
生鮮水產品,20240409,養殖魚類,黃魚,100,李碧綺號(南門鮮魚號)/臺北市中正區羅斯福路1路8號(南門市場B1-47),不符合規定,"還原型結晶紫（leucocrystal violet, LCV） 0.6 ppb（標準
：不得檢出）"
調味料,20240531,辣椒粉,辣椒粉,111,民友商行（民友超級商店）/臺北市士林區中正路586巷20號,不符合規定,"二‧四地（2,4-D）:0.1ppm
（標準:0.05ppm）"
美耐皿,20240515,塑膠類,101-1（2031）敦煌豆油池,112,一加一五金行/臺北市北投區中央南路1段154號,不符合規定,本體未以印刷、打印或壓印方式標示耐熱溫度。
美耐皿,20240517,塑膠類,美耐皿餐具(湯匙),108,嘉政國際有限公司/臺北市萬華區環河南路1段181-6、181-7號1樓,不符合規定,"1.未標示淨重、容量或數量。
2.未標示湯匙耐熱溫度。"
散裝飲冰品及配料,20240606,飲料,四季青茶(含冰塊),100,甯臻恩飲料店(黑丸嫩仙草古亭店)/臺北市中正區同安街65號,不符合規定,"腸桿菌科：1.6x10^3 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20240605,飲料,橙香鮮茶(原汁含冰塊不含配料),114,珍煮丹股份有限公司內湖江南分公司/臺北市內湖區江南街108號1樓,不符合規定,"腸桿菌科：18 CFU/mL
(標準：10 CFU/mL)"
散裝飲冰品及配料,20240507,配料,魔法水晶,104,崑成商行(酷加飲品)/臺北市中山區龍江路342巷23號,不符合規定,"己二烯酸：0.33g/kg
(標準：不得檢出)"
散裝飲冰品及配料,20240605,飲料,金麥文火烏龍(含冰),106,沐鑫國際餐飲有限公司(烈奶茶忠孝復興店)/臺北市大安區復興南路1段133號,不符合規定,"腸桿菌科：4.6x10^4 CFU/mL
(標準：10 CFU/mL)"
